ProductKey,Supplier,HierarchyLevel1,HierarchyLevel2,DIorDOM,Seasonal
76980,13194,80445,28611,DOM,False
33242,13194,80445,28611,DOM,False
63606,13194,80445,28611,DOM,False
61203,13194,80445,28611,DOM,False
19260,13194,80445,28611,DOM,False
16026,13194,80445,28611,DOM,False
56648,13194,80445,28611,DOM,False
60510,13194,80445,28611,DOM,False
12884,13194,80445,28611,DOM,False
29953,13194,80445,28611,DOM,False
69030,13194,80445,28611,DOM,False
70394,13194,80445,28611,DOM,False
43146,13194,80445,28611,DOM,False
33314,13194,80445,28611,DOM,False
16475,13194,80445,28611,DOM,False
76671,13194,80445,28611,DOM,False
42028,13194,80445,28611,DOM,False
30433,13194,80445,28611,DOM,False
64946,13194,80445,28611,DOM,False
47574,13194,80445,28611,DOM,False
28723,13194,80445,28611,DOM,False
3340,13194,80445,28611,DOM,False
33805,13194,80445,28611,DOM,False
17489,13194,80445,28611,DOM,False
65162,13194,80445,28611,DOM,False
47454,13194,80445,28611,DOM,False
48569,13194,80445,28611,DOM,False
20946,13194,80445,28611,DOM,False
61603,13194,80445,28611,DOM,False
57930,13194,80445,28611,DOM,False
34670,13194,80445,28611,DOM,False
61403,13194,80445,28611,DOM,False
48767,13194,80445,28611,DOM,False
18995,13194,80445,28611,DOM,False
2932,13194,80445,28611,DOM,False
23542,13194,80445,28611,DOM,False
71941,13194,80445,28611,DOM,False
32756,13194,80445,28611,DOM,False
63335,13194,80445,28611,DOM,False
59250,13194,80445,28611,DOM,False
49531,51430,59044,12305,DOM,False
28561,51430,59044,3163,DOM,False
64951,13965,59044,61779,DOM,False
26216,13965,59044,61779,DOM,False
52850,13965,59044,61779,DOM,False
71197,13965,59044,61779,DOM,False
61291,55765,59044,3163,DOM,False
76875,14255,59044,3163,DOM,False
74977,14255,59044,3163,DOM,False
37774,14255,59044,12305,DOM,False
32511,14255,59044,3163,DOM,False
71831,67847,59044,61779,DOM,False
11209,67847,59044,61779,DOM,False
77116,7336,59044,12305,DOM,False
50445,50890,59044,12305,DOM,False
20571,50890,59044,12305,DOM,False
38379,33114,59044,3163,DOM,False
4746,50890,59044,12305,DOM,False
47490,40949,70060,44977,DOM,False
69951,14733,70060,44977,DI,False
29994,40949,70060,56920,DOM,False
76307,40949,70060,56920,DOM,False
59501,40949,70060,44977,DOM,False
44577,14733,70060,44977,DI,False
26435,14733,70060,44977,DI,False
53496,14733,70060,44977,DI,False
47074,14733,70060,44977,DI,False
51411,14733,70060,44977,DI,False
58469,14733,70060,44977,DI,False
46641,14733,70060,44977,DI,False
41771,14733,70060,44977,DI,False
14027,14733,70060,44977,DI,False
66729,14733,70060,44977,DI,False
12001,14733,70060,44977,DI,False
22913,14733,70060,44977,DI,False
38740,14733,70060,44977,DI,False
32571,14733,70060,44977,DI,False
616,14733,70060,44977,DI,False
11702,14733,70060,44977,DI,False
29187,14733,70060,44977,DI,False
36800,14733,70060,44977,DI,False
46320,14733,70060,44977,DI,False
6529,14733,70060,44977,DI,False
35927,24978,70060,56920,DI,False
4152,14733,70060,44977,DI,False
78978,14733,70060,44977,DI,False
20947,13901,70060,56920,DOM,False
45324,54211,70060,44977,DOM,False
61001,54211,70060,44977,DOM,False
80171,54211,70060,44977,DOM,False
27357,54211,70060,44977,DOM,False
56744,54211,70060,44977,DOM,False
13386,14733,70060,44977,DI,False
9837,14733,70060,44977,DI,False
25347,14733,70060,44977,DI,False
9497,14733,70060,44977,DI,False
72254,14733,70060,44977,DI,False
13646,14733,70060,44977,DI,False
7576,14733,70060,44977,DI,False
11577,14733,70060,44977,DI,False
27472,14733,70060,44977,DI,False
79334,14733,70060,44977,DI,False
60563,14733,70060,44977,DI,False
48431,14733,70060,44977,DI,False
63096,13901,70060,56920,DOM,False
33100,54211,70060,44977,DOM,False
35174,54211,70060,44977,DOM,False
12700,54211,70060,44977,DOM,False
58383,54211,70060,44977,DOM,False
46856,21558,70060,56920,DI,False
7121,21558,70060,56920,DI,False
883,21558,70060,56920,DI,False
47211,21558,70060,56920,DI,False
19940,73512,70060,56920,DI,False
19283,21558,70060,56920,DI,False
4637,21558,70060,56920,DI,False
42501,7225,70060,56920,DOM,False
41012,7225,70060,44977,DOM,False
18319,7225,70060,44977,DOM,False
48163,67203,70060,56920,DI,False
44250,7225,70060,44977,DOM,False
48217,35586,70060,44977,DI,False
36649,4367,70060,44977,DOM,False
44303,4367,70060,44977,DOM,False
53903,4367,70060,44977,DOM,False
37677,4367,70060,44977,DOM,False
29897,4367,70060,44977,DOM,False
44559,4367,70060,44977,DOM,False
68926,35173,70060,44977,DOM,False
11962,7225,70060,56920,DOM,False
45628,4367,70060,56920,DOM,False
8289,7225,70060,44977,DOM,False
47982,7225,70060,56920,DOM,False
77851,4367,70060,44977,DOM,False
33128,51981,70060,56920,DI,False
25554,35586,70060,44977,DI,False
17982,4367,70060,44977,DOM,False
79580,4367,70060,44977,DOM,False
31498,73512,70060,56920,DI,False
18872,51981,70060,56920,DI,False
44415,73512,70060,56920,DI,False
18145,35173,70060,56920,DOM,False
28397,73512,70060,56920,DI,False
74021,35173,70060,44977,DOM,False
10768,67014,70060,56920,DI,False
58435,67014,70060,56920,DI,False
73899,67014,70060,56920,DI,False
45846,55765,43912,61779,DOM,False
8965,79775,43912,61779,DOM,False
56600,79775,43912,61779,DOM,False
49728,79775,43912,61779,DOM,False
7395,72922,43912,61779,DOM,False
76945,79775,43912,61779,DOM,False
4489,19509,57319,63789,DI,False
48721,23834,57319,63789,DI,False
38084,23834,57319,63789,DI,False
21574,61447,57319,9740,DI,False
20211,23834,57319,63789,DI,False
47833,59035,57319,63789,DOM,False
76524,61447,57319,9740,DI,False
31720,24776,57319,9740,DI,False
74350,29797,57319,63789,DI,False
60142,29797,57319,63789,DI,False
11885,23834,57319,63789,DI,False
6383,61447,57319,9740,DI,False
64039,51925,57319,9740,DI,False
7892,24776,57319,9740,DI,False
35624,24468,57319,9740,DOM,False
18452,24468,57319,63789,DOM,False
20502,24468,57319,9740,DOM,False
54061,66805,57319,9740,DI,False
37759,57987,57319,9740,DI,False
54584,24468,57319,9740,DOM,False
5365,24468,57319,9740,DOM,False
30942,24468,57319,9740,DOM,False
57360,24468,57319,9740,DOM,False
74202,24468,57319,9740,DOM,False
70453,24468,57319,63789,DOM,False
46662,24468,57319,9740,DOM,False
66515,24468,57319,63789,DOM,False
53450,24468,57319,9740,DOM,False
50701,24468,57319,9740,DOM,False
58813,24468,57319,63789,DOM,False
17062,24468,57319,63789,DOM,False
19904,24468,57319,9740,DOM,False
2337,24468,57319,63789,DOM,False
41867,24468,57319,9740,DOM,False
63110,24468,57319,63789,DOM,False
64894,24468,57319,63789,DOM,False
38914,66805,57319,9740,DI,False
41404,57987,57319,9740,DI,False
21300,24468,57319,9740,DOM,False
73649,24468,57319,63789,DOM,False
21232,24468,57319,63789,DOM,False
39070,24468,57319,9740,DOM,False
58168,24468,57319,63789,DOM,False
70498,24468,57319,63789,DOM,False
75526,24468,57319,9740,DOM,False
70519,24468,57319,63789,DOM,False
46492,24468,57319,9740,DOM,False
17441,24468,57319,9740,DOM,False
63860,15119,57319,9740,DI,False
73279,24468,57319,63789,DOM,False
72161,24468,57319,63789,DOM,False
45608,24468,57319,9740,DOM,False
63365,24468,57319,9740,DOM,False
7243,24468,57319,63789,DOM,False
16694,19888,57319,9740,DI,False
43882,8604,57319,9740,DI,False
9858,8604,57319,9740,DI,False
12729,44201,57319,9740,DI,False
3618,44201,57319,9740,DI,False
9021,8604,57319,9740,DI,False
22333,8604,57319,9740,DI,False
63176,44482,57319,63789,DI,False
6051,8604,57319,9740,DI,False
22347,35668,57319,9740,DI,False
18313,8604,57319,9740,DI,False
29575,30760,39576,13249,DOM,False
5830,22479,39576,13249,DOM,False
13600,22479,39576,71089,DOM,False
50572,69102,39576,13249,DOM,False
57162,52642,39576,71089,DI,False
10728,52642,39576,71089,DI,False
20857,69102,39576,13249,DOM,False
50576,49553,39576,71089,DOM,False
71776,18388,39576,13249,DOM,False
51559,14733,39576,54877,DI,False
6624,14733,39576,54877,DI,False
77515,22479,39576,71089,DOM,False
19761,19739,39576,54877,DOM,False
46441,77640,39576,71089,DOM,False
58676,4074,39576,54877,DI,False
70363,5096,39576,71089,DI,False
37862,72520,39576,54877,DOM,False
65069,6271,39576,54877,DOM,False
22782,19739,39576,54877,DOM,False
70879,49553,39576,54877,DOM,False
43189,22479,39576,54877,DOM,False
47227,49553,39576,54877,DOM,False
9373,80185,39576,54877,DOM,False
29117,76590,39576,54877,DOM,False
5010,14733,39576,54877,DI,False
476,22479,39576,54877,DOM,False
58885,22479,39576,71089,DOM,False
13981,49553,39576,54877,DOM,False
7386,76590,39576,54877,DOM,False
21843,76590,39576,71089,DOM,False
66667,49553,39576,54877,DOM,False
80106,72520,39576,71089,DOM,False
36216,15949,39576,13249,DOM,False
69020,21867,39576,13249,DI,False
4632,34188,39576,13249,DOM,False
54456,6271,39576,54877,DOM,False
46736,34188,39576,13249,DOM,False
30547,72520,39576,71089,DOM,False
33200,46826,39576,13249,DOM,False
4875,46826,39576,13249,DOM,False
50963,46826,39576,13249,DOM,False
62812,46826,39576,13249,DOM,False
1857,46826,39576,13249,DOM,False
24365,72520,39576,71089,DOM,False
23240,72520,39576,71089,DOM,False
35442,72520,39576,71089,DOM,False
19964,72520,39576,71089,DOM,False
54311,72520,39576,13249,DOM,False
39862,72520,39576,71089,DOM,False
63808,34188,39576,71089,DOM,False
47113,41071,39576,54877,DOM,False
11042,10623,39576,13249,DOM,False
47192,78544,39576,13249,DOM,False
33334,42103,39576,71089,DOM,False
10769,41071,39576,71089,DOM,False
32308,13730,39576,71089,DI,False
8555,41071,39576,71089,DOM,False
64077,41071,39576,13249,DOM,False
1171,13730,39576,71089,DI,False
80059,41071,39576,71089,DOM,False
73510,54463,39576,71089,DI,False
16814,41071,39576,71089,DOM,False
24749,71253,39576,13249,DI,False
76005,47559,39576,71089,DI,False
42594,41071,39576,13249,DOM,False
25970,18001,39576,71089,DI,False
28138,49407,39576,54877,DI,False
22007,35046,39576,71089,DI,False
34566,35046,39576,71089,DI,False
69019,36197,39576,13249,DOM,False
31057,49407,39576,54877,DI,False
40845,35046,39576,71089,DI,False
39593,18001,39576,13249,DI,False
34672,35046,39576,71089,DI,False
34418,35046,39576,13249,DI,False
37088,35046,39576,13249,DI,False
43822,47559,39576,71089,DI,False
37013,49407,39576,54877,DI,False
4195,58801,39576,71089,DI,False
721,35046,39576,71089,DI,False
29276,49407,39576,54877,DI,False
9703,15068,39576,13249,DOM,False
46483,58801,39576,71089,DI,False
8282,15068,39576,71089,DOM,False
4260,47559,39576,71089,DI,False
71260,15068,39576,54877,DOM,False
8532,15068,39576,71089,DOM,False
31519,15068,39576,13249,DOM,False
67180,78886,39576,54877,DI,False
68719,4130,72626,13249,DI,True
33198,14733,72626,54877,DI,True
35887,4130,72626,13249,DI,True
28346,12715,72626,54877,DOM,True
7697,12715,72626,54877,DOM,True
76037,14733,72626,54877,DI,True
55950,14733,72626,54877,DI,True
51304,14733,72626,54877,DI,True
38085,14733,72626,54877,DI,True
16712,14733,72626,54877,DI,True
30226,50546,72626,71089,DI,True
4986,23230,72626,13249,DOM,True
49875,50506,72626,54877,DOM,True
78671,69,72626,54877,DOM,True
69928,69304,72626,71089,DI,True
80259,50506,72626,54877,DOM,True
14194,84,72626,54877,DOM,True
7595,23230,72626,54877,DOM,True
45314,69,72626,54877,DOM,True
45012,12715,72626,54877,DOM,True
27428,14733,72626,54877,DI,True
43013,46797,72626,71089,DOM,True
21957,69304,72626,71089,DI,True
14158,21867,72626,71089,DI,True
1384,50506,72626,13249,DOM,True
24880,50506,72626,71089,DOM,True
79871,50506,72626,71089,DOM,True
28815,23230,72626,13249,DOM,True
58194,50506,72626,71089,DOM,True
69358,69304,72626,71089,DI,True
22430,84,72626,71089,DOM,True
15389,69304,72626,71089,DI,True
77384,69,72626,54877,DOM,True
20995,34188,72626,13249,DOM,True
61352,34188,72626,13249,DOM,True
31377,73944,72626,13249,DOM,True
23682,12354,72626,13249,DOM,True
59279,79338,72626,71089,DI,True
29031,84,72626,71089,DOM,True
65722,84,72626,71089,DOM,True
31331,84,72626,71089,DOM,True
19192,79338,72626,71089,DI,True
56343,70174,72626,71089,DOM,True
45254,50546,72626,71089,DI,True
55610,73944,72626,13249,DOM,True
29426,46442,72626,71089,DOM,True
53314,46442,72626,71089,DOM,True
13812,43070,72626,54877,DI,True
47994,46442,72626,71089,DOM,True
22377,45412,72626,54877,DI,True
55617,45412,72626,54877,DI,True
10106,44695,72626,54877,DOM,True
33065,45412,72626,54877,DI,True
17468,38506,72626,54877,DI,True
29852,22379,72626,71089,DI,True
67206,78200,72626,13249,DOM,True
46911,78200,72626,13249,DOM,True
74115,78200,72626,13249,DOM,True
32496,46194,72626,71089,DOM,True
13019,71352,72626,13249,DOM,True
29655,22379,72626,71089,DI,True
75479,46194,72626,71089,DOM,True
39677,51905,72626,71089,DOM,True
9434,73880,72626,71089,DI,True
7778,71352,72626,71089,DOM,True
26813,71352,72626,71089,DOM,True
45459,74302,72626,54877,DOM,True
48556,71352,72626,13249,DOM,True
19137,25131,72626,54877,DOM,True
58709,54588,72626,13249,DI,True
47075,70224,72626,13249,DI,True
59235,41645,72626,13249,DI,True
22124,54588,72626,13249,DI,True
33129,70224,72626,13249,DI,True
75887,70224,72626,13249,DI,True
3374,71352,72626,71089,DOM,True
34326,71352,72626,71089,DOM,True
11982,52797,72626,13249,DOM,True
79525,37656,72626,71089,DI,True
53406,35046,72626,71089,DI,True
58434,71352,72626,71089,DOM,True
48619,46588,72626,54877,DI,True
2217,37656,72626,71089,DI,True
62757,71352,72626,71089,DOM,True
33483,52797,72626,54877,DOM,True
47215,71352,72626,54877,DOM,True
49188,71352,72626,71089,DOM,True
77248,71352,72626,71089,DOM,True
44721,25131,72626,54877,DOM,True
41349,74302,72626,71089,DOM,True
69775,52797,72626,13249,DOM,True
68329,74302,72626,71089,DOM,True
55355,71352,72626,71089,DOM,True
55906,25131,72626,54877,DOM,True
77676,52797,72626,13249,DOM,True
15270,52797,72626,13249,DOM,True
75989,21295,80445,28611,DOM,False
70973,21295,80445,28611,DOM,False
62053,21295,80445,28611,DOM,False
20149,67630,80445,28611,DOM,False
74580,67630,80445,28611,DOM,False
2011,67630,80445,28611,DOM,False
32211,67630,80445,28611,DOM,False
21891,67630,80445,28611,DOM,False
67706,67630,80445,28611,DOM,False
39271,67630,80445,28611,DOM,False
14575,67630,80445,28611,DOM,False
28424,67630,80445,28611,DOM,False
79288,67630,80445,28611,DOM,False
35969,67630,80445,28611,DOM,False
45063,67630,80445,28611,DOM,False
60130,67630,80445,28611,DOM,False
6217,67630,80445,28611,DOM,False
75224,67630,80445,28611,DOM,False
27215,67630,80445,28611,DOM,False
33632,67630,80445,28611,DOM,False
51144,67630,80445,28611,DOM,False
25176,67630,80445,28611,DOM,False
35512,67630,80445,28611,DOM,False
41884,67630,80445,28611,DOM,False
76432,67630,80445,28611,DOM,False
72547,67630,80445,28611,DOM,False
58228,67630,80445,28611,DOM,False
46340,67630,80445,28611,DOM,False
56800,67630,80445,28611,DOM,False
49919,67630,80445,28611,DOM,False
23625,67630,80445,28611,DOM,False
33934,67630,80445,28611,DOM,False
68521,67630,80445,28611,DOM,False
27160,67630,80445,28611,DOM,False
18563,67630,80445,28611,DOM,False
37970,67630,80445,28611,DOM,False
32489,67630,80445,28611,DOM,False
24132,67630,80445,28611,DOM,False
69063,67630,80445,28611,DOM,False
7833,67630,80445,28611,DOM,False
5839,67630,80445,28611,DOM,False
68188,67630,80445,28611,DOM,False
23805,67630,80445,28611,DOM,False
12469,67630,80445,28611,DOM,False
64411,67630,80445,28611,DOM,False
52583,67630,80445,28611,DOM,False
77995,14792,80445,28611,DOM,False
57267,14792,80445,28611,DOM,False
3328,14792,80445,28611,DOM,False
74456,14792,80445,28611,DOM,False
51743,14792,80445,28611,DOM,False
45333,14792,80445,28611,DOM,False
23986,14792,80445,28611,DOM,False
73135,14792,80445,28611,DOM,False
62831,14792,80445,28611,DOM,False
68389,14792,80445,28611,DOM,False
70377,14792,80445,28611,DOM,False
71345,14792,80445,28611,DOM,False
80304,14792,80445,28611,DOM,False
21572,14792,80445,28611,DOM,False
38814,14792,80445,28611,DOM,False
59877,14792,80445,28611,DOM,False
44611,13194,80445,28611,DOM,False
32625,13194,80445,28611,DOM,False
29066,13194,80445,28611,DOM,False
64810,13194,80445,28611,DOM,False
5664,13194,80445,28611,DOM,False
50680,13194,80445,28611,DOM,False
20979,13194,80445,28611,DOM,False
41084,13194,80445,28611,DOM,False
14462,13194,80445,28611,DOM,False
31497,13194,80445,28611,DOM,False
62225,13194,80445,28611,DOM,False
6416,13194,80445,28611,DOM,False
53684,13194,80445,28611,DOM,False
29539,13194,80445,28611,DOM,False
27875,13194,80445,28611,DOM,False
28221,13194,80445,28611,DOM,False
36130,13194,80445,28611,DOM,False
27796,13194,80445,47024,DOM,False
7459,13194,80445,28611,DOM,False
31876,13194,80445,28611,DOM,False
15723,13194,80445,28611,DOM,False
60109,13194,80445,28611,DOM,False
11812,13194,80445,28611,DOM,False
23778,13194,80445,28611,DOM,False
67141,13194,80445,28611,DOM,False
27022,13194,80445,47024,DOM,False
45716,13194,80445,28611,DOM,False
34608,13194,80445,28611,DOM,False
61493,13194,80445,28611,DOM,False
4969,13194,80445,28611,DOM,False
19345,13194,80445,28611,DOM,False
59684,13194,80445,28611,DOM,False
78143,13194,80445,47024,DOM,False
49336,13194,80445,47024,DOM,False
11121,13194,80445,47024,DOM,False
74547,13194,80445,47024,DOM,False
50895,13194,80445,47024,DOM,False
44448,13194,80445,47024,DOM,False
74939,13194,80445,47024,DOM,False
61752,13194,80445,28611,DOM,False
7351,13194,80445,28611,DOM,False
25733,13194,80445,28611,DOM,False
64760,13194,80445,28611,DOM,False
48450,13194,80445,28611,DOM,False
13964,13194,80445,28611,DOM,False
78236,13194,80445,28611,DOM,False
17537,13194,80445,28611,DOM,False
11505,13194,80445,28611,DOM,False
18379,13194,80445,28611,DOM,False
26456,13194,80445,28611,DOM,False
41201,13194,80445,28611,DOM,False
49746,13194,80445,28611,DOM,False
66527,13194,80445,28611,DOM,False
28072,13194,80445,28611,DOM,False
34469,13194,80445,28611,DOM,False
20150,13194,80445,28611,DOM,False
80332,13194,80445,28611,DOM,False
24726,13194,80445,28611,DOM,False
60808,13194,80445,28611,DOM,False
62282,13194,80445,28611,DOM,False
36987,13194,80445,28611,DOM,False
41707,13194,80445,28611,DOM,False
74593,13194,80445,28611,DOM,False
63375,13194,80445,28611,DOM,False
31971,13194,80445,28611,DOM,False
51018,13194,80445,28611,DOM,False
55723,13194,80445,28611,DOM,False
63273,13194,80445,28611,DOM,False
8907,13194,80445,28611,DOM,False
52885,13194,80445,28611,DOM,False
76340,13194,80445,47024,DOM,False
56261,13194,80445,28611,DOM,False
9044,13194,80445,47024,DOM,False
46242,13194,80445,28611,DOM,False
33791,13194,80445,47024,DOM,False
59377,13194,80445,47024,DOM,False
53498,13194,80445,47024,DOM,False
78874,13194,80445,47024,DOM,False
15263,13194,80445,47024,DOM,False
46637,13194,80445,28611,DOM,False
43154,13194,80445,28611,DOM,False
64119,13194,80445,28611,DOM,False
13740,13194,80445,28611,DOM,False
42665,13194,80445,28611,DOM,False
79328,13194,80445,28611,DOM,False
30369,13194,80445,28611,DOM,False
11263,13194,80445,28611,DOM,False
24616,13194,80445,28611,DOM,False
29622,13194,80445,28611,DOM,False
42025,13194,80445,28611,DOM,False
31467,13194,80445,47024,DOM,False
79352,13194,80445,28611,DOM,False
35213,13194,80445,28611,DOM,False
76147,13194,80445,28611,DOM,False
41158,13194,80445,28611,DOM,False
11292,13194,80445,28611,DOM,False
50047,13194,80445,28611,DOM,False
62502,13194,80445,28611,DOM,False
15621,13194,80445,28611,DOM,False
9514,13194,80445,28611,DOM,False
36549,13194,80445,28611,DOM,False
33875,13194,80445,28611,DOM,False
35757,13194,80445,28611,DOM,False
49612,13194,80445,28611,DOM,False
11745,13194,80445,28611,DOM,False
34557,13194,80445,28611,DOM,False
65088,13194,80445,28611,DOM,False
55488,13194,80445,28611,DOM,False
48586,13194,80445,28611,DOM,False
25124,13194,80445,28611,DOM,False
72988,13194,80445,28611,DOM,False
34434,13194,80445,28611,DOM,False
29668,13194,80445,28611,DOM,False
2710,13194,80445,28611,DOM,False
2747,13194,80445,28611,DOM,False
67639,13194,80445,28611,DOM,False
72768,13194,80445,28611,DOM,False
26298,13194,80445,28611,DOM,False
78048,13194,80445,28611,DOM,False
21439,13194,80445,28611,DOM,False
43894,13194,80445,28611,DOM,False
20478,13194,80445,28611,DOM,False
199,13194,80445,28611,DOM,False
7207,13194,80445,28611,DOM,False
68051,13194,80445,28611,DOM,False
2808,13194,80445,28611,DOM,False
35211,13194,80445,28611,DOM,False
13174,13194,80445,28611,DOM,False
7670,13194,80445,28611,DOM,False
8950,13194,80445,28611,DOM,False
64108,13194,80445,28611,DOM,False
17152,13194,80445,28611,DOM,False
50999,13194,80445,28611,DOM,False
13096,13194,80445,28611,DOM,False
46239,13194,80445,28611,DOM,False
36826,13194,80445,28611,DOM,False
32458,13194,80445,28611,DOM,False
26726,13194,80445,28611,DOM,False
59203,13194,80445,28611,DOM,False
48636,13194,80445,28611,DOM,False
25672,13194,80445,28611,DOM,False
72989,13194,80445,28611,DOM,False
43586,13194,80445,28611,DOM,False
3682,13194,80445,28611,DOM,False
11744,13194,80445,28611,DOM,False
61318,13194,80445,28611,DOM,False
22822,13194,80445,28611,DOM,False
195,13194,80445,28611,DOM,False
53710,13194,80445,28611,DOM,False
16977,13194,80445,28611,DOM,False
68111,13194,80445,28611,DOM,False
51781,13194,80445,28611,DOM,False
40115,13194,80445,28611,DOM,False
43359,13194,80445,28611,DOM,False
67823,13194,80445,47024,DOM,False
69598,13194,80445,28611,DOM,False
45426,13194,80445,28611,DOM,False
40327,13194,80445,28611,DOM,False
172,13194,80445,28611,DOM,False
62963,13194,80445,28611,DOM,False
71501,13194,80445,28611,DOM,False
21485,13194,80445,28611,DOM,False
21403,13194,80445,28611,DOM,False
1975,13194,80445,28611,DOM,False
51402,13194,80445,28611,DOM,False
2167,13194,80445,28611,DOM,False
69217,13194,80445,28611,DOM,False
62162,13194,80445,47024,DOM,False
70898,13194,80445,28611,DOM,False
54308,13194,80445,28611,DOM,False
68452,13194,80445,28611,DOM,False
68654,13194,80445,47024,DOM,False
25642,13194,80445,28611,DOM,False
70312,13194,80445,28611,DOM,False
23559,13194,80445,47024,DOM,False
3414,13194,80445,47024,DOM,False
44596,13194,80445,28611,DOM,False
22865,13194,80445,28611,DOM,False
77241,13194,80445,28611,DOM,False
45365,13194,80445,28611,DOM,False
46833,13194,80445,28611,DOM,False
20512,13194,80445,28611,DOM,False
44416,13194,80445,28611,DOM,False
69180,13194,80445,28611,DOM,False
49806,13194,80445,28611,DOM,False
19001,13194,80445,28611,DOM,False
42933,13194,80445,28611,DOM,False
35606,13194,80445,28611,DOM,False
34558,13194,80445,28611,DOM,False
13111,13194,80445,47024,DOM,False
45827,13194,80445,47024,DOM,False
77342,13194,80445,28611,DOM,False
60464,13194,80445,28611,DOM,False
80072,13194,80445,28611,DOM,False
34494,13194,80445,28611,DOM,False
23854,13194,80445,28611,DOM,False
47754,13194,80445,28611,DOM,False
20547,13194,80445,28611,DOM,False
16097,13194,80445,28611,DOM,False
50057,13194,80445,28611,DOM,False
28270,13194,80445,47024,DOM,False
28910,13194,80445,47024,DOM,False
30936,13194,80445,47024,DOM,False
67145,13194,80445,47024,DOM,False
19081,13194,80445,28611,DOM,False
53737,13194,80445,28611,DOM,False
43295,13194,80445,28611,DOM,False
57577,13194,80445,28611,DOM,False
20310,13194,80445,47024,DOM,False
30147,13194,80445,28611,DOM,False
64475,13194,80445,28611,DOM,False
28400,13194,80445,28611,DOM,False
14374,13194,80445,28611,DOM,False
25531,13194,80445,28611,DOM,False
19789,13194,80445,28611,DOM,False
14431,13194,80445,28611,DOM,False
60654,13194,80445,28611,DOM,False
40912,13194,80445,28611,DOM,False
1153,13194,80445,28611,DOM,False
7403,13194,80445,28611,DOM,False
46984,13194,80445,28611,DOM,False
1118,13194,80445,28611,DOM,False
31927,13194,80445,28611,DOM,False
39821,13194,80445,28611,DOM,False
71363,13194,80445,28611,DOM,False
30952,13194,80445,28611,DOM,False
3614,13194,80445,28611,DOM,False
63217,13194,80445,28611,DOM,False
69621,13194,80445,28611,DOM,False
24639,13194,80445,28611,DOM,False
10214,13194,80445,28611,DOM,False
70134,13194,80445,28611,DOM,False
27193,13194,80445,28611,DOM,False
66865,13194,80445,28611,DOM,False
9834,13194,80445,28611,DOM,False
36955,13194,80445,28611,DOM,False
24511,13194,80445,28611,DOM,False
5719,13194,80445,28611,DOM,False
28411,13194,80445,28611,DOM,False
10994,13194,80445,28611,DOM,False
69709,13194,80445,28611,DOM,False
40029,13194,80445,28611,DOM,False
55413,13194,80445,28611,DOM,False
25912,13194,80445,28611,DOM,False
61161,13194,80445,28611,DOM,False
69754,13194,80445,28611,DOM,False
35656,13194,80445,28611,DOM,False
37282,13194,80445,28611,DOM,False
62596,13194,80445,28611,DOM,False
50197,13194,80445,28611,DOM,False
70166,13194,80445,28611,DOM,False
78453,13194,80445,28611,DOM,False
39990,13194,80445,28611,DOM,False
25328,13194,80445,28611,DOM,False
74690,13194,80445,28611,DOM,False
2847,13194,80445,47024,DOM,False
64029,13194,80445,28611,DOM,False
4161,13194,80445,28611,DOM,False
58294,13194,80445,28611,DOM,False
11971,13194,80445,28611,DOM,False
75737,13194,80445,28611,DOM,False
8045,13194,80445,28611,DOM,False
549,13194,80445,28611,DOM,False
80205,13194,80445,28611,DOM,False
